NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1289,E2738100006111,春日集会所,大阪府太子町春日1423-5,1,,,34.523934364085,135.64683001316,
1290,E2738100008111,太子町立中学校,大阪府太子町春日1479,1,,,34.51591068302,135.64616200583,
1291,E2738100009111,太子町立幼稚園,大阪府太子町春日1562,,,,34.519204,135.641568,
1292,E2738100011111,磯長小学校,大阪府太子町春日1569,1,,,34.519534045341,135.64303380254,
1293,E2738100012121,総合福祉センター,大阪府太子町春日963-1,,,高齢者等,34.5272572178111,135.64828822348,
1294,E2738100013111,聖和台集会所,大阪府太子町聖和台2-10-5,,,,34.525517,135.638946,
1295,E2738100015111,上宮太子高等学校,大阪府太子町太子1050,1,,,34.5161147575,135.63741850787,
1296,E2738100016111,太子集会所,大阪府太子町太子1733-1,,,,34.518551,135.635607,
1297,E2738100018111,伽山集会所,大阪府太子町太子724-1,1,,,34.517133584928,135.63158738548,
1298,E2738100020111,畑集会所,大阪府太子町畑315-1,1,,,34.504708,135.65943,
1299,E2738100023111,葉室集会所,大阪府太子町葉室1083,1,,,34.51144413258,135.64009752228,
1300,E2723100001111,東小学校,大阪府大阪狭山市狭山3-2497-1,1,,,34.506267454683,135.55502918974,
1301,E2723100002111,狭山中学校,大阪府大阪狭山市狭山4-2272-2,1,,,34.505865616187,135.55596311145,
1302,E2723100003111,西小学校,大阪府大阪狭山市今熊1-22,1,,,34.497064836848,135.5453037945,
1303,E2723100004121,老人福祉センターさやま荘,大阪府大阪狭山市今熊1-80,,,市が特定した者,34.4964740724044,135.542937985687,
1304,E2723100005121,心身障害者福祉センター及び母子・父子福祉センターさつき荘,大阪府大阪狭山市今熊1-85,,,市が特定した者,34.4968988837146,135.543303777182,
1305,E2723100006111,南第一小学校,大阪府大阪狭山市西山台3-2-1,1,,,34.487744956582,135.54231212364,
1306,E2723100007111,南第三小学校,大阪府大阪狭山市西山台6-19-7,1,,,34.488106596276,135.53592812745,
1307,E2723100008111,南中学校,大阪府大阪狭山市大野台3-2-1,1,,,34.480244487067,135.54685035617,
1308,E2723100009111,南第二小学校,大阪府大阪狭山市大野台3-23-1,1,,,34.47782106903,135.54044173343,
1309,E2723100010111,池尻体育館,大阪府大阪狭山市池尻中3-639-11,1,,,34.508897114259,135.55089576396,
1310,E2723100011111,北小学校,大阪府大阪狭山市池尻北2-20-7,1,,,34.514585451367,135.55459792032,
1311,E2723100012111,総合体育館,大阪府大阪狭山市池之原4-248,1,,,34.506167761745,135.54048714567,
1312,E2723100013111,東野幼稚園,大阪府大阪狭山市東野中2-22,1,,,34.519392824573,135.55898897092,
1313,E2723100014111,第七小学校,大阪府大阪狭山市東茱萸木2-865,1,,,34.486528408405,135.55422371108,
1314,E2723100015111,府立狭山高等学校,大阪府大阪狭山市半田4-1510,1,,,34.495258259308,135.54947804605,
1315,E2723100016111,第三中学校,大阪府大阪狭山市茱萸木2-397,1,,,34.490746283164,135.55129306676,
1316,E2710000001111,阿倍野スポーツセンター,大阪府大阪市阿倍野区阿倍野筋3-10-1-100,,,,34.641893,135.51077,
1317,E2710000003111,金塚小学校,大阪府大阪市阿倍野区旭町3-4-46,1,,,34.64278162,135.5076922,
1318,E2710000006111,大阪キリスト教短期大学,大阪府大阪市阿倍野区丸山通1-3-61,1,,,34.63720154,135.5078884,
1319,E2710000007111,丸山小学校,大阪府大阪市阿倍野区丸山通1-4-43,1,,,34.6373615,135.5091546,
1320,E2710000009111,大谷中学校・高等学校,大阪府大阪市阿倍野区共立通2-8-4,1,,,34.63901165,135.5056257,
1321,E2710000012111,苗代小学校,大阪府大阪市阿倍野区阪南町1-26-30,1,,,34.6356531,135.5167637,
1322,E2710000013111,阿倍野高等学校,大阪府大阪市阿倍野区阪南町1-30-34,1,,,34.63548989,135.5152211,
1323,E2710000014121,介護老人保健施設　やまき・あべの苑,大阪府大阪市阿倍野区阪南町1-45-8,,,要配慮者,34.63392517,135.5153921,
1324,E2710000016121,グループホーム　まごころ,大阪府大阪市阿倍野区阪南町2-16-7,,,要配慮者,34.631651,135.5122548,
1325,E2710000017111,阿倍野小学校,大阪府大阪市阿倍野区阪南町2-17-21,1,,,34.63194733,135.5129305,
1326,E2710000019121,阿倍野区老人福祉センター,大阪府大阪市阿倍野区阪南町5-12-26,,,要配慮者,34.62304837,135.5136616,
1327,E2710000020111,阪南小学校,大阪府大阪市阿倍野区阪南町5-7-40,1,,,34.62459719,135.512503,
1328,E2710000023111,大阪府立天王寺高等学校,大阪府大阪市阿倍野区三明町2-4-23,1,,,34.639777,135.52098,
1329,E2710000025111,桃山学院高等学校,大阪府大阪市阿倍野区昭和町3-1-64,1,,,34.62954648,135.5165734,
1330,E2710000026111,阿倍野中学校,大阪府大阪市阿倍野区昭和町3-2-4,1,,,34.62941297,135.5184155,
1331,E2710000027121,救護施設　平和寮,大阪府大阪市阿倍野区昭和町3-4-27,,,要配慮者,34.627771,135.516417,
1332,E2710000027122,特別養護老人ホームミネルヴァあべの,大阪府大阪市阿倍野区昭和町3-4-27,,,要配慮者,34.627932,135.516382,
1333,E2710000028111,大阪教育大学附属天王寺小学校,大阪府大阪市阿倍野区松崎町1-2-45,1,,,34.6447599,135.5185274,
1334,E2710000029121,特別養護老人ホーム　阪和苑,大阪府大阪市阿倍野区松崎町2-3-10,,,要配慮者,34.6442505,135.5152624,
1335,E2710000030111,常盤小学校,大阪府大阪市阿倍野区松崎町3-11-12,1,,,34.64116932,135.5176526,
1336,E2710000032111,常盤小学校分校,大阪府大阪市阿倍野区松崎町3-2-9,,,,34.64152838,135.517794,
1337,E2710000036111,松虫中学校,大阪府大阪市阿倍野区松虫通3-4-45,1,,,34.6350642,135.5052062,
1338,E2710000037111,晴明丘小学校,大阪府大阪市阿倍野区晴明通10-34,1,,,34.63222394,135.5043349,
1339,E2710000041121,高齢者デイサービスセンター　いくとくⅡ,大阪府大阪市阿倍野区長池町18-20,,,要配慮者,34.62343024,135.5183074,
1340,E2710000042111,長池小学校,大阪府大阪市阿倍野区長池町20-26,,,,34.62239348,135.5172409,
1341,E2710000043111,晴明丘南小学校,大阪府大阪市阿倍野区帝塚山1-23-8,1,,,34.62408118,135.4966482,
1342,E2710000044121,社会福祉法人大阪市阿倍野区社会福祉協議会,大阪府大阪市阿倍野区帝塚山1-3-8,,,要配慮者,34.62426411,135.5037353,
1343,E2710000046111,あべの翔学高等学校（体育館）,大阪府大阪市阿倍野区天王寺町南2-8-19,,,,34.642404,135.5253705,
1344,E2710000051111,高松小学校,大阪府大阪市阿倍野区天王寺町北3-17-19,1,,,34.64376933,135.5253056,
1345,E2710000052121,特別養護老人ホーム　いくとく,大阪府大阪市阿倍野区天王寺町北3-18-16,,,要配慮者,34.64292703,135.5264099,
1346,E2710000055111,昭和中学校,大阪府大阪市阿倍野区桃ケ池町2-3-17,1,,,34.62730156,135.5209473,
1347,E2710000057111,文の里中学校,大阪府大阪市阿倍野区美章園1-5-52,1,,,34.63998667,135.522426,
1348,E2710002843121,障害者支援施設　アテナ平和,大阪府大阪市阿倍野区美章園3-7-2,,,要配慮者,34.637695,135.522186,
1349,E2710000059111,工芸高等学校,大阪府大阪市阿倍野区文の里1-7-2,1,,,34.63794383,135.5183975,
1350,E2710000060111,明浄学院高等学校,大阪府大阪市阿倍野区文の里3-15-7,1,,,34.6355112,135.5214269,
1351,E2710000062111,阪南中学校,大阪府大阪市阿倍野区北畠1-16-24,1,,,34.62593864,135.5063094,
1352,E2710000064111,住吉高等学校,大阪府大阪市阿倍野区北畠2-4-1,1,,,34.62814878,135.5032261,
1353,E2710000068121,特別養護老人ホーム　高殿苑,大阪府大阪市旭区高殿2-11-26,,,要配慮者,34.7184896,135.5368102,
1354,E2710000071111,高殿南小学校,大阪府大阪市旭区高殿3-10-30,1,,,34.71392819,135.5394023,
1355,E2710002859111,大阪市立旭スポーツセンター,大阪府大阪市旭区高殿5-3-25,,,,34.71674,135.54071,
1356,E2710000078111,旭高等学校,大阪府大阪市旭区高殿5-6-41,1,,,34.71867926,135.5420997,
1357,E2710000080111,旭陽中学校,大阪府大阪市旭区高殿5-9-31,1,,,34.71830266,135.5401104,
1358,E2710000081121,旭区在宅サービスセンター,大阪府大阪市旭区高殿6-16-1,,,要配慮者,34.71824926,135.5459968,
1359,E2710000082121,特別養護老人ホーム　ゆうゆう,大阪府大阪市旭区高殿6-24-12,,,要配慮者,34.719373,135.5465816,
1360,E2710000083111,高殿小学校,大阪府大阪市旭区高殿6-9-10,1,,,34.71786984,135.5429766,
1361,E2710000091111,新森小路小学校,大阪府大阪市旭区新森6-3-13,1,,,34.71637327,135.5620322,
1362,E2710000092111,旭東中学校,大阪府大阪市旭区新森6-7-25,1,,,34.71740795,135.5612889,
1363,E2710000094111,大阪府立光陽支援学校,大阪府大阪市旭区新森6-8-21,,,,34.7179637,135.5638555,
1364,E2710000097111,古市小学校,大阪府大阪市旭区森小路2-10-35,1,,,34.72273701,135.5514022,
1365,E2710000101121,特別養護老人ホーム　旭さくら苑,大阪府大阪市旭区清水3-15-23,,,要配慮者,34.72289869,135.5588753,
1366,E2710000106111,清水小学校,大阪府大阪市旭区清水5-1-12,1,,,34.7231912,135.5614983,
1367,E2710000108111,生江小学校,大阪府大阪市旭区生江1-10-21,1,,,34.72327497,135.5375461,
1368,E2710000117121,生江特別養護老人ホーム　白寿荘,大阪府大阪市旭区生江3-27-1,,,要配慮者,34.72913173,135.5351997,
1369,E2710000118121,地域在宅サービスステーション　翠,大阪府大阪市旭区生江3-27-6,,,要配慮者,34.72938795,135.5352306,
1370,E2710002844121,社会福祉法人リベルタ　縁,大阪府大阪市旭区生江3-28-27,,,要配慮者,34.728268,135.537094,
1371,E2710000121121,特別養護老人ホーム　あいあい,大阪府大阪市旭区赤川1-6-12,,,要配慮者,34.72238183,135.5326649,
1372,E2710000122121,特別養護老人ホーム　ライフライト,大阪府大阪市旭区赤川2-1-20,,,要配慮者,34.7244248,135.5309594,
1373,E2710000123111,城北小学校,大阪府大阪市旭区赤川3-13-47,1,,,34.72786141,135.5296282,
1374,E2710000124121,生江障害者会館,大阪府大阪市旭区赤川4-1-30,,,要配慮者,34.72720556,135.533703,
1375,E2710000127111,太子橋小学校,大阪府大阪市旭区太子橋1-12-15,1,,,34.73221476,135.5539244,
1376,E2710000128121,豊里学園,大阪府大阪市旭区太子橋1-16-24,,,要配慮者,34.73195574,135.5504674,
1377,E2720900037111,淀川工科高等学校,大阪府大阪市旭区太子橋3-1-32,1,,,34.736931019147,135.56020549506,
1378,E2710000133111,淀川工科高等学校,大阪府大阪市旭区太子橋3-1-32,1,,,34.73721195,135.5599248,
1379,E2710000139111,大宮小学校,大阪府大阪市旭区大宮4-9-16,1,,,34.72737628,135.5468908,
1380,E2710000142111,大阪府立思斉支援学校,大阪府大阪市旭区大宮5-11-7,1,,,34.73061007,135.5484783,
1381,E2710000144111,今市中学校,大阪府大阪市旭区大宮5-13-40,1,,,34.73241653,135.549881,
1382,E2710000145111,大阪工業大学,大阪府大阪市旭区大宮5-16-1,1,,,34.73076273,135.543976,
1383,E2710000152111,大宮西小学校,大阪府大阪市旭区中宮1-8-14,1,,,34.72278622,135.5417532,
1384,E2710000154111,大宮中学校,大阪府大阪市旭区中宮4-7-11,1,,,34.72665526,135.5411655,
1385,E2710000156111,市岡中学校,大阪府大阪市港区磯路1-5-21,1,,,34.66662191,135.461659,
1386,E2710000162111,磯路小学校,大阪府大阪市港区磯路3-7-7,1,,,34.66523316,135.4571829,
1387,E2710000169111,港晴小学校,大阪府大阪市港区港晴1-3-12,1,,,34.65662821,135.4440122,
1388,E2710000181121,小規模多機能あおぞら,大阪府大阪市港区三先1-1-19,,,要配慮者,34.661955,135.455684,
1389,E2710000183111,港南中学校,大阪府大阪市港区三先1-5-28,1,,,34.66025749,135.456796,
1390,E2710000187111,三先小学校,大阪府大阪市港区三先2-6-32,1,,,34.65884165,135.4531963,
1391,E2710000189121,レストヴィラ弁天町,大阪府大阪市港区市岡1-2-24,,,要配慮者,34.66437178,135.4638146,
1392,E2710000191123,特別養護老人ホーム　ザイオン,大阪府大阪市港区市岡1-5-30,,,要配慮者,34.66409269,135.4621369,
1393,E2710000191122,ザイオン　デイサービスセンター,大阪府大阪市港区市岡1-5-30,,,要配慮者,34.66414326,135.4621174,
1394,E2710000191121,ザイオン身体障害者デイサービスセンター,大阪府大阪市港区市岡1-5-30,,,要配慮者,34.66419453,135.4620918,
1395,E2710000194111,市岡小学校,大阪府大阪市港区市岡3-2-24,1,,,34.66363193,135.4647366,
1396,E2710000202111,市岡高等学校,大阪府大阪市港区市岡元町2-12-12,1,,,34.66745104,135.4663128,
1397,E2710000205111,市岡東中学校,大阪府大阪市港区市岡元町3-2-18,1,,,34.66695836,135.4650852,
1398,E2710000207111,港中学校,大阪府大阪市港区池島1-5-35,1,,,34.65756726,135.4485119,
1399,E2710000209111,池島小学校,大阪府大阪市港区池島2-5-47,1,,,34.65553793,135.4511944,
1400,E2710000212121,ワークスいけじま,大阪府大阪市港区池島3-6-15,,,要配慮者,34.65450437,135.4488931,
1401,E2710000214111,築港小学校,大阪府大阪市港区築港1-10-38,1,,,34.65301641,135.4361979,
1402,E2710000216111,築港中学校,大阪府大阪市港区築港1-2-41,1,,,34.65280651,135.4379339,
1403,E2710000218121,社会福祉法人秀生会　特別養護老人ホーム　ザイオン大阪港,大阪府大阪市港区築港1-9-7,,,要配慮者,34.653605,135.436412,
1404,E2710000229111,田中小学校,大阪府大阪市港区田中2-10-34,1,,,34.6635576,135.4472177,
1405,E2710000232121,救護施設　大阪市立第２港晴寮,大阪府大阪市港区田中3-1-130,,,要配慮者,34.6618916,135.4457592,
1406,E2710000236121,ＳＯＭＰＯケア　そんぽの家　弁天町,大阪府大阪市港区南市岡2-5-9,,,要配慮者,34.664918,135.469156,
1407,E2710000237111,南市岡小学校,大阪府大阪市港区南市岡2-6-35,1,,,34.66583272,135.4688816,
1408,E2710000249111,港高等学校,大阪府大阪市港区波除2-3-1,1,,,34.67091931,135.4655372,
1409,E2710000251111,波除小学校,大阪府大阪市港区波除3-6-8,1,,,34.67185552,135.4623117,
1410,E2710000258122,軽費老人ホーム　ケアハウス　なみよけ,大阪府大阪市港区波除5-4-7,,,要配慮者,34.67322735,135.4615384,
1411,E2710000258121,デイサービスセンター　さくら,大阪府大阪市港区波除5-4-7,,,要配慮者,34.67326576,135.4615288,
1412,E2710000260121,地域生活援助事業所メープル,大阪府大阪市港区波除6-4-14,,,要配慮者,34.67494919,135.4590325,
1413,E2710000261122,港育成園,大阪府大阪市港区波除6-4-5,,,要配慮者,34.67502575,135.4593109,
1414,E2710000261121,港第二育成園,大阪府大阪市港区波除6-4-5,,,要配慮者,34.67491099,135.4590576,
1415,E2710000264111,八幡屋小学校,大阪府大阪市港区八幡屋3-3-5,1,,,34.65483232,135.4458613,
1416,E2710000267122,第２みなと　デイサービスセンター,大阪府大阪市港区八幡屋4-8-1,1,,要配慮者,34.65134929,135.4472696,
1417,E2710000267125,特別養護老人ホーム　第２愛港園,大阪府大阪市港区八幡屋4-8-1,1,,要配慮者,34.65137621,135.4472834,
1418,E2710000267124,特別養護老人ホーム　愛港園,大阪府大阪市港区八幡屋4-8-1,1,,要配慮者,34.65157126,135.4467781,
1419,E2710000267123,みなと　デイサービスセンター,大阪府大阪市港区八幡屋4-8-1,1,,要配慮者,34.6516024,135.4467327,
1420,E2710000267121,グループホーム　ときめき,大阪府大阪市港区八幡屋4-8-1,1,,要配慮者,34.65166126,135.4470281,
1421,E2710000275121,港区在宅デイサービスセンターひまわり,大阪府大阪市港区弁天2-15-1,,,要配慮者,34.66816047,135.4545571,
1422,E2710000277121,特別養護老人ホーム　平成みなと苑,大阪府大阪市港区弁天2-8-16,,,要配慮者,34.66851724,135.4547277,
1423,E2710000277122,ショートステイ　平成みなと苑,大阪府大阪市港区弁天2-8-16,,,要配慮者,34.66848095,135.4546968,
1424,E2710000278111,弁天小学校,大阪府大阪市港区弁天2-9-35,1,,,34.66870708,135.4556665,
1425,E2710000281121,介護老人保健施設　港さつき苑,大阪府大阪市港区弁天4-16-18,1,,要配慮者,34.67112259,135.4560792,
1426,E2710000282121,第３グループホーム　やすらぎ,大阪府大阪市港区弁天5-11-20,,,要配慮者,34.67272822,135.4569961,
1427,E2710000284121,第２グループホーム　やすらぎ,大阪府大阪市港区弁天5-12-8,,,要配慮者,34.67292093,135.456425,
1428,E2710000285121,デイサービスセンター　やすらぎ,大阪府大阪市港区弁天5-14-3,,,要配慮者,34.67265276,135.4557462,
1429,E2710000285122,グループホーム　やすらぎ,大阪府大阪市港区弁天5-14-3,,,要配慮者,34.67265764,135.4557621,
1430,E2710000297111,高見小学校,大阪府大阪市此花区高見1-3-35,1,,,34.69054615,135.4603578,
1431,E2710000302111,此花中学校,大阪府大阪市此花区高見2-14-31,1,,,34.69007014,135.4552826,
1432,E2710000305111,株式会社セントラル・コールド・ストレージ,大阪府大阪市此花区桜島3-2-17,1,,,34.66245552,135.4273377,
1433,E2710000310111,四貫島小学校,大阪府大阪市此花区四貫島2-16-29,1,,,34.68501173,135.4545741,
1434,E2710000312121,大阪市立此花作業指導所,大阪府大阪市此花区四貫島2-26-17,,,要配慮者,34.68567054,135.4527144,
1435,E2710000313111,春日出小学校,大阪府大阪市此花区春日出中1-13-23,1,,,34.68060686,135.452324,
1436,E2710002845121,総合医療介護施設あかつき,大阪府大阪市此花区春日出中1-22-13,,,要配慮者,34.681694,135.452576,
1437,E2710000319111,春日出中学校,大阪府大阪市此花区春日出南1-2-8,1,,,34.67854891,135.4579395,
1438,E2710000326111,梅香中学校,大阪府大阪市此花区春日出北3-12-24,1,,,34.68086263,135.4440598,
1439,E2710000336121,ケアハウス　大阪安立,大阪府大阪市此花区西九条3-4-61,1,,要配慮者,34.68580797,135.4680494,
1440,E2710000338111,西九条小学校,大阪府大阪市此花区西九条4-3-41,1,,,34.68261119,135.4647448,
1441,E2710002846121,介護老人保健施設あかつき,大阪府大阪市此花区西九条5-3-51,,,要配慮者,34.684723,135.464951,
1442,E2710002865111,大阪市立此花スポーツセンター,大阪府大阪市此花区西九条6-1-27,,,,34.681137,135.463287,
1443,E2710000346111,咲くやこの花中学校・高等学校,大阪府大阪市此花区西九条6-1-44,1,,,34.68053595,135.4616052,
1444,E2710000347111,昇陽中学校・高等学校,大阪府大阪市此花区朝日1-1-9,1,,,34.6854358,135.4622429,
1445,E2710000355111,伝法小学校,大阪府大阪市此花区伝法3-13-10,1,,,34.69026825,135.4515093,
1446,E2710000357121,大阪市此花区在宅サービスセンター,大阪府大阪市此花区伝法3-2-27,1,,要配慮者,34.69033081,135.4545949,
1447,E2710000368121,特別養護老人ホーム　ラヴィータ　ウーノ,大阪府大阪市此花区伝法6-5-12,,,要配慮者,34.68534645,135.4479959,
1448,E2710000371111,島屋小学校,大阪府大阪市此花区島屋2-9-36,1,,,34.67778949,135.4393172,
1449,E2710000373121,生活介護事業所　ぶるうむ此花,大阪府大阪市此花区島屋3-2-32,,,要配慮者,34.67591434,135.4453589,
1450,E2710000377121,特別養護老人ホーム　ガーデン天使,大阪府大阪市此花区島屋4-1-11,1,,要配慮者,34.67403854,135.4437354,
1451,E2710000393111,酉島小学校,大阪府大阪市此花区酉島2-5-12,1,,,34.68557503,135.4422875,
1452,E2710000406111,梅香小学校,大阪府大阪市此花区梅香3-17-29,1,,,34.68230698,135.4553263,
1453,E2710000408121,大阪市舞洲障がい者スポーツセンター,大阪府大阪市此花区白津2-1-46,,,要配慮者,34.66793804,135.4078905,
1454,E2710000411111,住吉区老人福祉センター,大阪府大阪市住吉区遠里小野1-1-31,,,,34.60096197,135.4996561,
1455,E2710000412111,英明幼稚園遠里小野,大阪府大阪市住吉区遠里小野1-2-25,1,,,34.60064821,135.4991935,
1456,E2710000413111,大和川中学校,大阪府大阪市住吉区遠里小野2-11-4,1,,,34.5975086,135.4968891,
1457,E2710000415123,グループホーム　ゆうけいスマイル,大阪府大阪市住吉区遠里小野2-7-20,,,要配慮者,34.59672128,135.4973989,
1458,E2710000415121,特別養護老人ホーム　ゆうけい創和,大阪府大阪市住吉区遠里小野2-7-20,,,要配慮者,34.59664657,135.4973954,
1459,E2710000415122,養護老人ホーム　ゆうけいハートフル,大阪府大阪市住吉区遠里小野2-7-20,,,要配慮者,34.59668196,135.4973952,
1460,E2710000417111,遠里小野小学校,大阪府大阪市住吉区遠里小野6-6-27,1,,,34.59742123,135.4953214,
1461,E2710000426121,ひよこ作業所,大阪府大阪市住吉区我孫子4-10-24,,,要配慮者,34.59700945,135.5097109,
1462,E2710000427111,依羅小学校,大阪府大阪市住吉区我孫子4-11-48,1,,,34.59724141,135.5078284,
1463,E2710000432121,特別養護老人ホーム　ウェルネスあびこ,大阪府大阪市住吉区我孫子西1-2-15,,,要配慮者,34.60469392,135.5083073,
1464,E2710000433111,大空小学校,大阪府大阪市住吉区我孫子西1-6-12,1,,,34.60502404,135.5080958,
1465,E2710000437111,我孫子中学校,大阪府大阪市住吉区我孫子東1-4-32,1,,,34.60464239,135.5117973,
1466,E2710000438121,我孫子地域在宅サービスステーション　一隅苑,大阪府大阪市住吉区我孫子東1-4-37,,,要配慮者,34.60533818,135.5113627,
1467,E2710000452111,苅田北小学校,大阪府大阪市住吉区苅田1-11-39,1,,,34.60379887,135.5207918,
1468,E2710000453111,東我孫子中学校,大阪府大阪市住吉区苅田1-16-2,1,,,34.60302626,135.519783,
1469,E2710000451111,苅田南小学校,大阪府大阪市住吉区苅田10-1-35,1,,,34.59456814,135.5138503,
1470,E2710000456111,苅田小学校,大阪府大阪市住吉区苅田3-5-34,1,,,34.6019413,135.516208,
1471,E2710000457111,大阪府教育センター附属高等学校,大阪府大阪市住吉区苅田4-1-72,1,,,34.6019647,135.5219229,
1472,E2710002860111,大阪府教育センター,大阪府大阪市住吉区苅田4-13-23,,,,34.601677,135.518723,
1473,E2710000458122,東我孫子地域在宅サービスステーション　ふれ愛の館しおん,大阪府大阪市住吉区苅田4-3-15,,,要配慮者,34.60067693,135.5214421,
1474,E2710000458121,四恩るり保育園,大阪府大阪市住吉区苅田4-3-15,,,要配慮者,34.600683,135.521445,
1475,E2710000459121,ふれ愛の館しおん地域密着型特別養護老人ホーム,大阪府大阪市住吉区苅田4-3-9,,,要配慮者,34.600696,135.522115,
1476,E2710000465121,特別養護老人ホーム　さんらく苑,大阪府大阪市住吉区苅田5-16-10,,,要配慮者,34.60070736,135.5141621,
1477,E2710000476111,浪速中学校・高等学校,大阪府大阪市住吉区山之内2-13-57,1,,,34.59828227,135.5005842,
1478,E2710000477111,山之内小学校,大阪府大阪市住吉区山之内2-17-39,1,,,34.59589391,135.4998735,
1479,E2710000479121,大和川地域在宅サービスステーション　アンパス住吉,大阪府大阪市住吉区山之内3-4-9,,,要配慮者,34.59235711,135.5017187,
1480,E2710000482121,よさみ野障害者作業所,大阪府大阪市住吉区山之内4-12-31,,,要配慮者,34.59122981,135.5019412,
1481,E2710000494111,大阪公立大学第２体育館,大阪府大阪市住吉区杉本3-3-138,,,,34.59242025,135.5086513,
1482,E2710000495111,英明幼稚園住吉,大阪府大阪市住吉区清水丘1-24-10,1,,,34.60353089,135.4912824,
1483,E2710000496121,ウィル（生活介護）,大阪府大阪市住吉区清水丘2-16-5,,,要配慮者,34.600994,135.490864,
1484,E2710000499111,清水丘小学校,大阪府大阪市住吉区清水丘2-9-41,1,,,34.60177887,135.4928451,
1485,E2710000500121,墨江丘地域在宅サービスステーション　ル・ロゼイ,大阪府大阪市住吉区清水丘3-15-3,,,要配慮者,34.59731376,135.4890141,
1486,E2710000504111,三稜中学校,大阪府大阪市住吉区千躰1-5-22,1,,,34.60725897,135.4997349,
1487,E2710000507121,浅香障がい者会館,大阪府大阪市住吉区浅香1-6-26,,,要配慮者,34.59070043,135.509412,
1488,E2710000508121,はぁとらんど浅香,大阪府大阪市住吉区浅香1-7-15,,,要配慮者,34.59259599,135.5104219,
1489,E2710000509122,ケアハウス　アップリケア・ハウス,大阪府大阪市住吉区浅香1-8-38,,,要配慮者,34.59200995,135.510848,
1490,E2710000509121,特別養護老人ホーム　アップリケア・ホーム,大阪府大阪市住吉区浅香1-8-38,,,要配慮者,34.59200995,135.5108876,
1491,E2710000510111,我孫子南中学校,大阪府大阪市住吉区浅香1-8-55,1,,,34.59320697,135.5113074,
1492,E2710000513121,小規模多機能ホーム　夢家,大阪府大阪市住吉区浅香2-3-39,,,要配慮者,34.58902581,135.5061926,
1493,E2710000514121,グルメ杵屋社会貢献　大領の家,大阪府大阪市住吉区大領2-8-20,,,要配慮者,34.6171682,135.5078046,
1494,E2710000515111,大領小学校,大阪府大阪市住吉区大領3-3-5,1,,,34.6156093,135.5075184,
1495,E2710000516111,大領中学校,大阪府大阪市住吉区大領4-3-25,1,,,34.61368106,135.5073136,
1496,E2710000517121,大領地域の家　であい,大阪府大阪市住吉区大領5-6-2,,,要配慮者,34.61266013,135.5043446,
1497,E2710000521111,大阪学芸高等学校,大阪府大阪市住吉区長居1-4-15,1,,,34.61526271,135.5124761,
1498,E2710000527121,長居西地域在宅サービスステーション　ながいの里,大阪府大阪市住吉区長居西3-1-6,,,要配慮者,34.60882296,135.5085241,
1499,E2710000529111,長居小学校,大阪府大阪市住吉区長居東3-3-40,1,,,34.60913135,135.5145431,
1500,E2710000530121,ライフ・ネットワーク,大阪府大阪市住吉区長居東3-8-25,,,要配慮者,34.6077062,135.5161435,
1501,E2710000531122,長居保育園,大阪府大阪市住吉区長居東4-11-16,,,要配慮者,34.608605,135.51308,
1502,E2710000531121,長居保育園乳児センター,大阪府大阪市住吉区長居東4-11-16,,,要配慮者,34.608605,135.51308,
1503,E2710000532111,住吉中学校,大阪府大阪市住吉区帝塚山西3-5-6,1,,,34.61933511,135.4957609,
1504,E2710000533111,住吉小学校,大阪府大阪市住吉区帝塚山西4-1-35,1,,,34.61767004,135.4962996,
1505,E2710000534111,帝塚山学院第２体育館,大阪府大阪市住吉区帝塚山中1-6-7,1,,,34.62067579,135.4983812,
1506,E2710000535123,ケアハウス　帝塚山,大阪府大阪市住吉区帝塚山東2-1-35,,,要配慮者,34.62024752,135.5024262,
1507,E2710000535121,特別養護老人ホーム　玲風苑,大阪府大阪市住吉区帝塚山東2-1-35,,,要配慮者,34.62020909,135.5019351,
1508,E2710000535122,介護老人保健施設　聖和苑,大阪府大阪市住吉区帝塚山東2-1-35,,,要配慮者,34.62049267,135.5023272,
1509,E2710000536122,特別養護老人ホーム　阪和帝塚山苑,大阪府大阪市住吉区帝塚山東2-1-41,,,要配慮者,34.62075353,135.5026025,
1510,E2710000536121,養護老人ホーム阪和櫻美苑,大阪府大阪市住吉区帝塚山東2-1-41,,,要配慮者,34.62078229,135.5025591,
1511,E2710000538121,特別養護老人ホーム　なごみ,大阪府大阪市住吉区帝塚山東5-10-15,,,要配慮者,34.61277168,135.4986574,
1512,E2710000541121,住吉総合福祉センター,大阪府大阪市住吉区帝塚山東5-8-3,,,要配慮者,34.61367028,135.498564,
1513,E2710000544111,大阪府立阪南高等学校,大阪府大阪市住吉区庭井2-18-81,1,,,34.595947,135.516006,
1514,E2710000545111,東粉浜小学校,大阪府大阪市住吉区東粉浜2-3-26,1,,,34.619572,135.494585,
1515,E2710000550121,介護老人保健施設　錦秀苑,大阪府大阪市住吉区南住吉1-22-17,,,要配慮者,34.60961668,135.5015054,
1516,E2710000559111,住吉区民センター,大阪府大阪市住吉区南住吉3-15-56,,,,34.6041192,135.5008152,
1517,E2710000560111,南住吉小学校,大阪府大阪市住吉区南住吉3-5-1,1,,,34.60466747,135.5036878,
